상품번호,순위,도서명,부제목,저자,출판사,출판일,정가,할인가,할인율,판매지수,리뷰건수,평점,태그,이미지URL
S000220574468,1,지큐 코리아(GQ KOREA)(2026년 8월호)(C형),"《GQ》는 영국, 독일, 이탈리아, 스페인, 러시아 등 세계 18개국의 스타일 있는 남자를 위한 지침서로서 독보적인 위치를 구축하고 있다. 하나의 이슈, 하나의 칼럼마다 담겨있는 『지큐(GQ) KOREA』의 이념과 모토는, 대한민국에서 가장 개명한 스타일을 지닌 남자 그룹뿐 아니라 좋은 취향을 지닌 똑똑한 여자들에 이르기까지 당대 가장 고급한 독자들의 지지로 익히 대변된다.",두산매거진 편집부,두산매거진,2026-07-27,10000,9500,5,0,0,0.0,잡지,https://contents.kyobobook.co.kr/sih/fit-in/200x0/pdt/3904000621838.jpg
S000220574458,2,지큐 코리아(GQ KOREA)(2026년 8월호)(A형),"《GQ》는 영국, 독일, 이탈리아, 스페인, 러시아 등 세계 18개국의 스타일 있는 남자를 위한 지침서로서 독보적인 위치를 구축하고 있다. 하나의 이슈, 하나의 칼럼마다 담겨있는 『지큐(GQ) KOREA』의 이념과 모토는, 대한민국에서 가장 개명한 스타일을 지닌 남자 그룹뿐 아니라 좋은 취향을 지닌 똑똑한 여자들에 이르기까지 당대 가장 고급한 독자들의 지지로 익히 대변된다.",두산매거진 편집부,두산매거진,2026-07-27,10000,9500,5,0,0,0.0,잡지,https://contents.kyobobook.co.kr/sih/fit-in/200x0/pdt/3904000621814.jpg
S000220429584,3,유럽 도시 기행 3,"유럽의 서쪽 끝에서 만난, 가장 인간적인 도시들

『유럽도시기행 3』은 유라시아 대륙의 서쪽 끝, 이베리아반도의 네 도시로 독자를 이끈다. 한때 세계사의 항로를 바꾼 대항해 시대의 주역이었지만, 이후 내전과 독재, 혁명과 재건을 겪으며 쇠퇴와 정체, 혼란과 회복의 시간을 통과해 온 도시들이다. 유시민 작가는 이 도시들을 빠르게 소비하기보다 거리와 광장, 미술관과 시장, 성당과 골목, 식당과 강변을 천천히 걸으며 도시가 무엇을 기억하고 사람들이 무엇을 사랑하며 오늘을 살아가는지 들여다본다.

“정복 전쟁을 일삼았던 포르투갈 왕국은 대항해 시대의 짧은 전성기를 지나 유럽의 변방 국가로 되돌아왔다. 공화주의 혁명을 이룬 뒤에는 살라자르의 장기독재를 겪었다. 그런 역사를 살아온 사람이라면 이렇게 생각할 수 있을 것이다. ‘힘을 다해 이웃과 싸우면서 남을 정복했지만, 승리는 오래가지 않았고 남은 것도 없다. … 이웃을 적으로 삼기보다는 서로 기댈 수 있는 친구로 만드는 게 낫지 않겠는가. …그런 생각을 가진 사람은 붐비는 거리에서도 발걸음을 재촉하지 않는다. 친구나 사업 파트너를 만나면 차 한 잔을 앞에 두고 충분히 들으면서 오래 이야기를 나눈다. 이방인에게도 경계하고 의심하는 표정이 아니라 여유롭게 환대하는 미소를 선사한다. 리스본과 뽀르투 사람들한테서 나는 그런 마음을 느꼈다.”

“규모가 작지 않지만, 모든 것이 소박한 성당이었다. 스테인드글라스는 최소한의 자연광을 받아들이는 수준이었고 설교대는 조그마했으며 홀에는 기다란 나무 의자 말고는 아무것도 없었다. 가족을 두고 위험이 넘실대는 바다로 나갔던 어부들의 마음이, 출항할 때마다 일렁거렸을 불안감이, 만선의 꿈을 이루고 회항하면서 느꼈을 안도감이 느껴졌다.”

“역시 파두는 술잔을 기울이며 듣는 게 맛있었다. 오르막 골목길, 예배당 건물이었음을 짐작할 수 있는 외관, 은은하게 새어 나오는 불빛, 꾸밈없는 무대, 허세를 내뿜는 가수들의 몸짓까지 모든 것이 이국적이었다. ‘그래, 유럽 여행은 이런 맛이지.’”

작가가 들여다본 네 도시는 인간적이다. 도시의 역사가 만들어낸 영광과 몰락, 자부심과 상처, 슬픔과 유머, 결핍과 환대, 기억과 망각이 도시의 거리와 광장과 식탁 위에 고스란히 놓여있다. 이 도시들은 인간이 살아가며 겪는 거의 모든 감정을 품고 있다. 그래서 이름난 랜드마크보다 그곳 사람들의 표정, 저녁의 광장, 골목의 소음, 한 잔의 와인, 낡은 성당 안의 침묵이 작가의 마음에 더 오래 남는다. 『유럽도시기행 3』은 유시민 작가의 시선으로 포착한 유럽의 또 다른 얼굴, 가장 인간적인 도시로 우리를 안내한다.",유시민,생각의길,2026-07-09,18900,17010,10,0,62,9.93,인문,https://contents.kyobobook.co.kr/sih/fit-in/200x0/pdt/9788965138310.jpg
S000220574470,4,지큐 코리아(GQ KOREA)(2026년 8월호)(D형),"《GQ》는 영국, 독일, 이탈리아, 스페인, 러시아 등 세계 18개국의 스타일 있는 남자를 위한 지침서로서 독보적인 위치를 구축하고 있다. 하나의 이슈, 하나의 칼럼마다 담겨있는 『지큐(GQ) KOREA』의 이념과 모토는, 대한민국에서 가장 개명한 스타일을 지닌 남자 그룹뿐 아니라 좋은 취향을 지닌 똑똑한 여자들에 이르기까지 당대 가장 고급한 독자들의 지지로 익히 대변된다.",두산매거진 편집부,두산매거진,2026-07-27,10000,9500,5,0,0,0.0,잡지,https://contents.kyobobook.co.kr/sih/fit-in/200x0/pdt/3904000621845.jpg
S000220574464,5,지큐 코리아(GQ KOREA)(2026년 8월호)(B형),"《GQ》는 영국, 독일, 이탈리아, 스페인, 러시아 등 세계 18개국의 스타일 있는 남자를 위한 지침서로서 독보적인 위치를 구축하고 있다. 하나의 이슈, 하나의 칼럼마다 담겨있는 『지큐(GQ) KOREA』의 이념과 모토는, 대한민국에서 가장 개명한 스타일을 지닌 남자 그룹뿐 아니라 좋은 취향을 지닌 똑똑한 여자들에 이르기까지 당대 가장 고급한 독자들의 지지로 익히 대변된다.",두산매거진 편집부,두산잡지BU,2026-07-27,10000,9500,5,0,0,0.0,잡지,https://contents.kyobobook.co.kr/sih/fit-in/200x0/pdt/3904000621821.jpg
S000220279442,6,니체와 함께 지적 대화를,"니체는 오늘날 철학자들 가운데 가장 많이 읽히고 인기 있는 철학자다. 대부분 ‘니체’ 하면 “신은 죽었다”라는 말이나 ‘초인(Ubermensch)’, ‘아모르 파티(Amor Fati)’를 떠올린다. 그러면서 자신도 니체 같은 생각을 하며 살아간다고 말한다. 그렇다면 과연 ‘니체 같은’ 생각이란 무엇일까? 또 니체 철학을 제대로 이해하고 실천하는 것일까? 《니체와 함께 지적 대화를》은 이러한 질문에서 비롯되었다.
사실 니체 철학은 어렵다. 지금까지 수많은 니체 철학책이 나왔고, 대중적으로도 널리 알려졌지만, 니체 특유의 문체와 비유로 인해 그 내용의 진의를 파악하기란 쉽지 않다. 이렇듯 ‘읽기 어려운’ 독자들을 위해 오랫동안 니체를 비롯한 철학을 깊이 탐구해 온 양원근 작가가 니체 철학을 삶에 녹여낸 철학책을 펼쳐냈다. 이 책은 니체 철학의 원문을 바탕으로 니체가 전하려던 핵심 메시지를 쉽게 이해하고, 자기 삶에 적용할 수 있도록 작가가 직접 경험한 사례와 깨달음을 담아냈다. 니체를 잘 모르는 독자들은 물론, 이미 니체 철학을 접한 독자들 역시 이 책을 통해 니체 철학에 대한 이해의 폭이 더 넓어져 관계와 일, 감정과 태도의 변화를 경험할 수 있다.

“철학은 느리다. 하지만 빨리 가는 것보다 ‘내가 왜 그 길을 가는지’ 아는 일이 중요하다. 마찬가지로 니체를 통해 더 많은 답을 얻기보다 더 ‘깊은 질문’을 품게 되기를 바란다. 그 질문 끝에서 자기 삶을 조금 더 용기 있게, 조금 더 정직하게, 조금 더 사랑하며 살아가기를 바란다.”
양원근 작가의 말이다. 사실 우리는 남들 눈치를 보느라, 착하게 보이기 위해, 또는 실패가 두려워서 자신을 희생하거나 괴롭히는 일이 많다. 그의 말처럼 ‘깊은 질문’을 품는다면 스스로 가장 ‘깊은 답’을 찾을 수 있다. 
이 책은 그저 단순히 ‘읽고 끝나는’ 철학책이 아니라, 자기 삶을 재구성하게 만드는 ‘실천하는 철학’의 안내서다. 독자들은 이 책을 통해 ‘진짜 나’를 발견하여 타인의 기준이 아닌 ‘내 삶의 주인’으로서 자아를 실현하고, 삶의 진정한 가치를 추구하게 될 것이다. 지금 삶의 고통과 괴로움에 지쳐있다면, 인생을 살아가는 이유와 목적을 몰라 혼란스럽다면, 내 인생을 ‘나답게’ 살고 싶다면 바로 니체와의 지적 대화가 필요한 순간이다. 《니체와 함께 지적 대화를》이 해결책이 되어줄 것이다.",양원근,리미트리스,2026-06-23,18800,16920,10,0,67,9.9,인문,https://contents.kyobobook.co.kr/sih/fit-in/200x0/pdt/9791198409690.jpg
S000000620195,7,싯다르타,"인도에서 가장 높은 계급인 브라만의 아들 싯다르타는 깨달음을 얻기 위해 아버지의 만류에도 친구 고빈다와 함께 출가한다. 그는 불교를 창시한 석가모니 수하에서 수행할 기회를 얻지만, 부처의 가르침을 통해서가 아니라 스스로 깨달음을 찾아야 한다는 것을 깨닫고는 친구 고빈다를 두고 홀로 길을 떠난다. 이후 싯다르타는 중년이 될 때까지 사랑하는 여인과 부유한 상인을 만나 세속의 욕망을 즐기다가 그에 찌든 자신을 발견하고 모든 것을 버린 채 뱃사공이 된다.

『싯다르타』는 헤세가 거의 일 년 반 동안 창작이 거의 불가능할 정도로 심한 우울증을 앓다가 정신 치료를 받은 후 발표한 작품이다. 동서양의 정신적 유산을 시적으로 승화한 일종의 종교적 성장소설로 볼 수 있는데 영원을 향한 갈망과 인간의 내면을 깊이 파고드는 초월에 대한 의지를 단순하고도 서정적인 문체로 담아냈다. 정형화된 종교 교리와 자족적인 영혼의 성찰 사이의 고뇌를 섬세하게 그리며 자아 발견을 위한 길이 하나로 정해져 있지 않음을 시사하고 철학이나 종교, 그 밖의 모든 신념에 맹목적으로 의지하고자 하는 고정관념에 도전한 작품이다.",헤르만 헤세,민음사,2002-01-20,8000,7200,10,0,1533,9.74,소설,https://contents.kyobobook.co.kr/sih/fit-in/200x0/pdt/9788937460586.jpg
S000219790863,8,AI 이후의 미래 어떻게 될 것인가,"세계 산업 전반을 뒤흔드는 AI 운영체제,
부와 권력은 어디로 향하는가

“AI는 도구가 아니라 새로운 ‘지배 시스템’이다”

AI는 아직 머나먼 미래라고 생각하는 사람들이 있다. 신기술은 늘 과장되기 마련이고, 현실화하는 데는 충분한 시간이 필요하다고 생각한다. 하지만 이런 낙관은 시대의 낙오자를 만드는 안일한 사고일 뿐이다. 인터넷이 그랬고, 스마트폰이 그랬다. 변화를 과소평가한 사람들은 늘 뒤늦게 따라붙었고, 그 사이에 기회는 이미 다른 사람들의 몫이 되었다. 지금 우리가 마주한 AI 역시 예외가 아니다. 문제는 변화의 속도가 아니라, 우리가 얼마나 빠르게 그리고 제대로 대응하느냐다.

이 책의 저자 제이슨 솅커는 AI가 불러일으키는 변화를 단순한 전망이 아니라 ‘불가피한 현실’로 다룬다. ‘블룸버그가 선정한 세계 1위 미래 전략가’라는 수식이 과장이 아닌 이유는, 데이터에 기반한 그의 분석이 실제 시장과 정책 결정의 현장에서 활용되기 때문이다. 그는 금융·에너지·고용·지정학적 리스크까지 다양한 영역에서 예측 정확도를 입증해 왔고, 미국 국방부와 중앙정보국, 글로벌 기업들을 상대로 전략 자문을 제공해 왔다. 그간의 통찰을 바탕으로 그는 미래가 실제로 어떻게 전개될지를 구체적으로 설명한다. 

AI는 특정 분야에서 쓰이는 도구가 아니라, 거의 모든 분야에서 기본 전제가 되는 인프라로 자리 잡고 있다. 전기나 인터넷이 그랬듯이, 한때는 혁신이었던 기술이 어느 순간 ‘당연한 것’이 되는 지점에 도달하는 것이다. 이 책이 주목하는 것은 바로 그 전환의 순간이다. 
AI가 경제와 산업을 움직이는 ‘보이지 않는 운영체제’가 되어 가는 과정을 짚으며, 그 전환이 개인의 커리어, 기업의 경쟁력, 국가의 전략에 어떤 영향을 미치는지를 체계적으로 풀어낸다.

특히 눈여겨볼 점은 이 책이 단순한 전망이나 가능성의 나열에 머물지 않는다는 것이다. 무엇이 바뀌는지에 대한 설명을 넘어, 그 변화 속에서 어떤 선택을 해야 하는지를 분명하게 제시한다. AI가 생산성을 어떻게 끌어올리는지, 왜 일부 직무는 빠르게 사라지고 다른 역할은 더 중요해지는지, 그리고 기업이 어떤 방향으로 전략을 수정해야 하는지를 실제 사례와 함께 보여준다. 이는 기술에 대한 이해를 넘어, 의사결정을 위한 기준을 제공한다는 점에서 다른 AI 관련 서적들과 분명히 구별된다.

이 책을 읽다 보면 자연스럽게 한 가지 질문에 이르게 된다. 
“이 변화가 분명하다면, 나는 어디에 서게 될 것인가?” 
이미 AI를 활용해 더 높은 생산성과 성과를 만들어내는 사람들과, 여전히 변화의 바깥에서 상황을 관망하는 사람들 사이의 간극은 점점 더 벌어지고 있다. 변화는 이미 시작되었다. 이 책은 그 변화의 방향을 보여주고, 어디에서 기회를 포착해야 하는지를 명확하게 짚는다. 이제 필요한 것은 더 많은 정보가 아니라, 더 빠른 이해와 더 정확한 판단이다. 그런 의미에서 이 책은 단순히 AI를 설명하는 것이 아니라, 앞으로의 삶을 어떻게 살아갈 것인지에 대한 판단 기준을 제공한다. 그리고 그 판단을 미루는 대가는 생각보다 훨씬 클 것이다.",제이슨 솅커,더페이지,2026-05-10,18800,16920,10,0,141,9.54,경제/경영,https://contents.kyobobook.co.kr/sih/fit-in/200x0/pdt/9791194156413.jpg
S000220574443,9,바자(2026년 8월호),현대 여성의 문화와 스타일- 그 속에 담긴 영감을 담다. 『바자(BAZAAR)』는 1867년 처음 선보인 이후 151년동안 고유의 정체성을 지켜오며 아름답고 예술적인 뮤즈와 비교할 수 없는 특유의 스타일로 현대 여성들의 문화와 스타일을 제공해왔다.,허스트중앙 편집부,허스트중앙,2026-07-23,7000,6650,5,0,0,0.0,잡지,https://contents.kyobobook.co.kr/sih/fit-in/200x0/pdt/3904000621784.jpg
S000220447871,10,공부 천재들의 남다른 AI 활용법,"요즘 교실 풍경은 생성형 AI의 출시 전과 후로 완전히 달라졌다. 학생들은 수행 평가가 시작되면 스마트폰과 태블릿 PC부터 켠다. 모르는 내용은 검색하고, 발표 자료는 캔바로 만들고, ChatGPT에게 발표 대본을 물어본다. 안타깝게도 대부분의 학생이 AI를 ‘대신 답을 찾아 주는 기계’로 사용하는 것이 현실이다. 그렇게 쓰면 숙제를 끝내도 자신의 실력은 전혀 늘지 않는다. 오히려 AI에게 공부할 기회를 빼앗기는 셈이다. 다 같이 AI를 쓰는데도 실력이 갈리는 이유다. 무엇을, 어떻게, 어디까지 써야 하는지 모르면 AI는 오히려 내 공부를 망치는 지름길이 된다.

이 책은 학교 현장에서 학생들을 직접 지도하며 검증한 중고등학생 맞춤 AI 활용법을 담았다. 수행 평가와 진로 상담, 학생부 관리와 학습 코칭을 해 온 현직 교사가 ‘지금 학생들에게 정말 필요한 전략은 무엇인가’를 고민한 끝에 찾아낸 가장 실용적이고 현실적인 로드맵이다.
PPT를 어떻게 만들어야 할지 몰라 막막해하는 학생에게는 캔바(Canva)로 발표 자료를 빠르게 구성하는 방법을 알려 주고, ChatGPT를 단순 대답 생성기가 아닌 ‘보조 교사’처럼 활용하는 질문법을 설명한다. 발표 시간마다 고개를 숙인 채 화면만 읽는 학생에게는 청중과 눈을 맞추는 기술을 알려 주고, 조별 과제의 문제를 해결하기 위한 협업 시스템까지 제안한다. 여기서 끝나지 않는다. 수행 평가 결과물을 단순 제출용 과제가 아닌 학생부와 연결하여 디지털 포트폴리오로 확장하는 방법, 유튜브 시청 기록과 SNS를 통해 자신의 진로를 찾는 단서를 발견하는 방법까지 제공한다. 수행 평가, 발표, 학생부, 진로 설계까지 하나의 흐름으로 연결되면서 ‘과제 잘하는 법’을 넘어 ‘자기만의 공부 시스템을 만드는 법’을 익힐 수 있다. 

이제 AI를 쓸지 말지를 고민하는 단계는 지났다. 중요한 것은 ‘얼마나 잘 활용하느냐’다. 제대로 활용한 AI는 단순히 답을 대신 찾아 주는 도구가 아니라, 생각의 폭과 깊이를 넓혀 주는 나만의 공부 도구가 된다. 이제 공부는 오래 앉아 있는 학생보다 디지털 도구를 똑똑하게 활용하는 학생이 앞서가는 시대가 되었다. 이 책은 그 차이를 만드는 가장 현실적인 AI 활용법을 담았다.",이보미,미디어숲,2026-07-20,17800,16020,10,0,7,10.0,청소년,https://contents.kyobobook.co.kr/sih/fit-in/200x0/pdt/9791158749361.jpg
